"id","query","suggested_labels","reviewed_labels","decision","reviewer_notes","source"
"synthetic-0201","Mere notes me fractions ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0202","Mere notes me quadratic equations ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0203","Mere notes me trigonometry ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0204","Mere notes me probability ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0205","Mere notes me photosynthesis ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0206","Mere notes me human digestion ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0207","Mere notes me Newton's laws ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0208","Mere notes me chemical bonding ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0209","Mere notes me Indian independence movement ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0210","Mere notes me Indian Constitution ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0211","Mere notes me climate change ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0212","Mere notes me maps and latitude ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0213","Mere notes me Hindi grammar ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0214","Mere notes me English essay writing ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0215","Mere notes me financial accounting ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0216","Mere notes me marketing fundamentals ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0217","Mere notes me data structures ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0218","Mere notes me DBMS normalization ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0219","Mere notes me computer networks ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0220","Mere notes me Python programming ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0221","Syllabus material for fractions dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0222","Syllabus material for quadratic equations dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0223","Syllabus material for trigonometry dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0224","Syllabus material for probability dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0225","Syllabus material for photosynthesis dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0226","Syllabus material for human digestion dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0227","Syllabus material for Newton's laws dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0228","Syllabus material for chemical bonding dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0229","Syllabus material for Indian independence movement dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0230","Syllabus material for Indian Constitution dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0231","Syllabus material for climate change dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0232","Syllabus material for maps and latitude dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0233","Syllabus material for Hindi grammar dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0234","Syllabus material for English essay writing dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0235","Syllabus material for financial accounting dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0236","Syllabus material for marketing fundamentals dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0237","Syllabus material for data structures dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0238","Syllabus material for DBMS normalization dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0239","Syllabus material for computer networks dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0240","Syllabus material for Python programming dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0241","Explain fractions in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0242","Explain quadratic equations in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0243","Explain trigonometry in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0244","Explain probability in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0245","Explain photosynthesis in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0246","Explain human digestion in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0247","Explain Newton's laws in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0248","Explain chemical bonding in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0249","Explain Indian independence movement in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0250","Explain Indian Constitution in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0251","Explain climate change in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0252","Explain maps and latitude in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0253","Explain Hindi grammar in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0254","Explain English essay writing in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0255","Explain financial accounting in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0256","Explain marketing fundamentals in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0257","Explain data structures in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0258","Explain DBMS normalization in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0259","Explain computer networks in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0260","Explain Python programming in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0261","fractions ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0262","quadratic equations ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0263","trigonometry ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0264","probability ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0265","photosynthesis ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0266","human digestion ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0267","Newton's laws ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0268","chemical bonding ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0269","Indian independence movement ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0270","Indian Constitution ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0271","climate change ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0272","maps and latitude ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0273","Hindi grammar ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0274","English essay writing ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0275","financial accounting ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0276","marketing fundamentals ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0277","data structures ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0278","DBMS normalization ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0279","computer networks ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0280","Python programming ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0281","Translate this fractions answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0282","Translate this quadratic equations answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0283","Translate this trigonometry answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0284","Translate this probability answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0285","Translate this photosynthesis answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0286","Translate this human digestion answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0287","Translate this Newton's laws answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0288","Translate this chemical bonding answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0289","Translate this Indian independence movement answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0290","Translate this Indian Constitution answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0291","Translate this climate change answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0292","Translate this maps and latitude answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0293","Translate this Hindi grammar answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0294","Translate this English essay writing answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0295","Translate this financial accounting answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0296","Translate this marketing fundamentals answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0297","Translate this data structures answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0298","Translate this DBMS normalization answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0299","Translate this computer networks answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0300","Translate this Python programming answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0301","fractions आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0302","quadratic equations आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0303","trigonometry आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0304","probability आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0305","photosynthesis आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0306","human digestion आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0307","Newton's laws आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0308","chemical bonding आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0309","Indian independence movement आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0310","Indian Constitution आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0311","climate change आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0312","maps and latitude आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0313","Hindi grammar आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0314","English essay writing आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0315","financial accounting आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0316","marketing fundamentals आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0317","data structures आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0318","DBMS normalization आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0319","computer networks आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0320","Python programming आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0321","Search latest official learning guidance about fractions","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0322","Search latest official learning guidance about quadratic equations","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0323","Search latest official learning guidance about trigonometry","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0324","Search latest official learning guidance about probability","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0325","Search latest official learning guidance about photosynthesis","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0326","Search latest official learning guidance about human digestion","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0327","Search latest official learning guidance about Newton's laws","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0328","Search latest official learning guidance about chemical bonding","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0329","Search latest official learning guidance about Indian independence movement","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0330","Search latest official learning guidance about Indian Constitution","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0331","Search latest official learning guidance about climate change","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0332","Search latest official learning guidance about maps and latitude","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0333","Search latest official learning guidance about Hindi grammar","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0334","Search latest official learning guidance about English essay writing","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0335","Search latest official learning guidance about financial accounting","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0336","Search latest official learning guidance about marketing fundamentals","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0337","Search latest official learning guidance about data structures","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0338","Search latest official learning guidance about DBMS normalization","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0339","Search latest official learning guidance about computer networks","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0340","Search latest official learning guidance about Python programming","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0341","Find current official information on fractions","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0342","Find current official information on quadratic equations","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0343","Find current official information on trigonometry","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0344","Find current official information on probability","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0345","Find current official information on photosynthesis","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0346","Find current official information on human digestion","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0347","Find current official information on Newton's laws","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0348","Find current official information on chemical bonding","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0349","Find current official information on Indian independence movement","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0350","Find current official information on Indian Constitution","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0351","Find current official information on climate change","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0352","Find current official information on maps and latitude","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0353","Find current official information on Hindi grammar","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0354","Find current official information on English essay writing","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0355","Find current official information on financial accounting","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0356","Find current official information on marketing fundamentals","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0357","Find current official information on data structures","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0358","Find current official information on DBMS normalization","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0359","Find current official information on computer networks","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0360","Find current official information on Python programming","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0361","Search recent educational research for fractions","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0362","Search recent educational research for quadratic equations","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0363","Search recent educational research for trigonometry","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0364","Search recent educational research for probability","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0365","Search recent educational research for photosynthesis","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0366","Search recent educational research for human digestion","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0367","Search recent educational research for Newton's laws","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0368","Search recent educational research for chemical bonding","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0369","Search recent educational research for Indian independence movement","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0370","Search recent educational research for Indian Constitution","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0371","Search recent educational research for climate change","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0372","Search recent educational research for maps and latitude","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0373","Search recent educational research for Hindi grammar","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0374","Search recent educational research for English essay writing","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0375","Search recent educational research for financial accounting","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0376","Search recent educational research for marketing fundamentals","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0377","Search recent educational research for data structures","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0378","Search recent educational research for DBMS normalization","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0379","Search recent educational research for computer networks","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0380","Search recent educational research for Python programming","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0381","Latest official updates on fractions check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0382","Latest official updates on quadratic equations check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0383","Latest official updates on trigonometry check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0384","Latest official updates on probability check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0385","Latest official updates on photosynthesis check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0386","Latest official updates on human digestion check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0387","Latest official updates on Newton's laws check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0388","Latest official updates on chemical bonding check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0389","Latest official updates on Indian independence movement check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0390","Latest official updates on Indian Constitution check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0391","Latest official updates on climate change check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0392","Latest official updates on maps and latitude check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0393","Latest official updates on Hindi grammar check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0394","Latest official updates on English essay writing check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0395","Latest official updates on financial accounting check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0396","Latest official updates on marketing fundamentals check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0397","Latest official updates on data structures check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0398","Latest official updates on DBMS normalization check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
