"id","query","suggested_labels","reviewed_labels","decision","reviewer_notes","source"
"synthetic-0195","My PDF se process scheduling Hinglish me samjhao","knowledge_retrieval|language_support","knowledge_retrieval|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0196","My PDF se binary trees Hinglish me samjhao","knowledge_retrieval|language_support","knowledge_retrieval|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0197","My PDF se IP routing Hinglish me samjhao","knowledge_retrieval|language_support","knowledge_retrieval|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0198","My PDF se deadlocks Hinglish me samjhao","knowledge_retrieval|language_support","knowledge_retrieval|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0199","My PDF se cloud computing Hinglish me samjhao","knowledge_retrieval|language_support","knowledge_retrieval|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0200","My PDF se data structures Hinglish me samjhao","knowledge_retrieval|language_support","knowledge_retrieval|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0201","Compare my TCP reliability notes with latest official guidance","knowledge_retrieval|external_research","knowledge_retrieval|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0202","Compare my DBMS normalization notes with latest official guidance","knowledge_retrieval|external_research","knowledge_retrieval|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0203","Compare my process scheduling notes with latest official guidance","knowledge_retrieval|external_research","knowledge_retrieval|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0204","Compare my binary trees notes with latest official guidance","knowledge_retrieval|external_research","knowledge_retrieval|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0205","Compare my IP routing notes with latest official guidance","knowledge_retrieval|external_research","knowledge_retrieval|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0206","Compare my deadlocks notes with latest official guidance","knowledge_retrieval|external_research","knowledge_retrieval|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0207","Compare my cloud computing notes with latest official guidance","knowledge_retrieval|external_research","knowledge_retrieval|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0208","Compare my data structures notes with latest official guidance","knowledge_retrieval|external_research","knowledge_retrieval|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0209","Mere weak TCP reliability concepts Hindi me explain karo","personalization|language_support","personalization|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0210","Mere weak DBMS normalization concepts Hindi me explain karo","personalization|language_support","personalization|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0211","Mere weak process scheduling concepts Hindi me explain karo","personalization|language_support","personalization|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0212","Mere weak binary trees concepts Hindi me explain karo","personalization|language_support","personalization|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0213","Mere weak IP routing concepts Hindi me explain karo","personalization|language_support","personalization|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0214","Mere weak deadlocks concepts Hindi me explain karo","personalization|language_support","personalization|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0215","Mere weak cloud computing concepts Hindi me explain karo","personalization|language_support","personalization|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0216","Mere weak data structures concepts Hindi me explain karo","personalization|language_support","personalization|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0217","My TCP reliability progress ke liye latest study resources search karo","personalization|external_research","personalization|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0218","My DBMS normalization progress ke liye latest study resources search karo","personalization|external_research","personalization|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0219","My process scheduling progress ke liye latest study resources search karo","personalization|external_research","personalization|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0220","My binary trees progress ke liye latest study resources search karo","personalization|external_research","personalization|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0221","My IP routing progress ke liye latest study resources search karo","personalization|external_research","personalization|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0222","My deadlocks progress ke liye latest study resources search karo","personalization|external_research","personalization|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0223","My cloud computing progress ke liye latest study resources search karo","personalization|external_research","personalization|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0224","My data structures progress ke liye latest study resources search karo","personalization|external_research","personalization|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0225","Latest TCP reliability updates Hindi me batao","language_support|external_research","language_support|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0226","Latest DBMS normalization updates Hindi me batao","language_support|external_research","language_support|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0227","Latest process scheduling updates Hindi me batao","language_support|external_research","language_support|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0228","Latest binary trees updates Hindi me batao","language_support|external_research","language_support|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0229","Latest IP routing updates Hindi me batao","language_support|external_research","language_support|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0230","Latest deadlocks updates Hindi me batao","language_support|external_research","language_support|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0231","Latest cloud computing updates Hindi me batao","language_support|external_research","language_support|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0232","Latest data structures updates Hindi me batao","language_support|external_research","language_support|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0233","My notes use karke TCP reliability weak areas analyze karo","personalization|knowledge_retrieval","personalization|knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0234","My notes use karke DBMS normalization weak areas analyze karo","personalization|knowledge_retrieval","personalization|knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0235","My notes use karke process scheduling weak areas analyze karo","personalization|knowledge_retrieval","personalization|knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0236","My notes use karke binary trees weak areas analyze karo","personalization|knowledge_retrieval","personalization|knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0237","My notes use karke IP routing weak areas analyze karo","personalization|knowledge_retrieval","personalization|knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0238","My notes use karke deadlocks weak areas analyze karo","personalization|knowledge_retrieval","personalization|knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0239","My notes use karke cloud computing weak areas analyze karo","personalization|knowledge_retrieval","personalization|knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0240","My notes use karke data structures weak areas analyze karo","personalization|knowledge_retrieval","personalization|knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
